<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.RTS,1,20200828,221200,126680.0000000,126700.0000000,126680.0000000,126700.0000000,47
SPFB.RTS,1,20200828,221300,126710.0000000,126720.0000000,126700.0000000,126700.0000000,32
SPFB.RTS,1,20200828,221400,126710.0000000,126730.0000000,126710.0000000,126710.0000000,111
SPFB.RTS,1,20200828,221500,126710.0000000,126720.0000000,126710.0000000,126710.0000000,26
SPFB.RTS,1,20200828,221600,126710.0000000,126730.0000000,126710.0000000,126730.0000000,33
SPFB.RTS,1,20200828,221700,126730.0000000,126740.0000000,126710.0000000,126740.0000000,199
SPFB.RTS,1,20200828,221800,126740.0000000,126770.0000000,126730.0000000,126760.0000000,342
SPFB.RTS,1,20200828,221900,126760.0000000,126760.0000000,126710.0000000,126730.0000000,80
SPFB.RTS,1,20200828,222000,126720.0000000,126730.0000000,126720.0000000,126730.0000000,67
SPFB.RTS,1,20200828,222100,126740.0000000,126760.0000000,126740.0000000,126750.0000000,55
SPFB.RTS,1,20200828,222200,126740.0000000,126750.0000000,126720.0000000,126730.0000000,87
SPFB.RTS,1,20200828,222300,126720.0000000,126720.0000000,126680.0000000,126700.0000000,165
SPFB.RTS,1,20200828,222400,126700.0000000,126710.0000000,126680.0000000,126690.0000000,78
SPFB.RTS,1,20200828,222500,126680.0000000,126710.0000000,126680.0000000,126710.0000000,47
SPFB.RTS,1,20200828,222600,126700.0000000,126740.0000000,126690.0000000,126710.0000000,143
SPFB.RTS,1,20200828,222700,126700.0000000,126710.0000000,126690.0000000,126700.0000000,44
SPFB.RTS,1,20200828,222800,126710.0000000,126740.0000000,126700.0000000,126710.0000000,43
SPFB.RTS,1,20200828,222900,126700.0000000,126740.0000000,126700.0000000,126720.0000000,109
SPFB.RTS,1,20200828,223000,126710.0000000,126730.0000000,126710.0000000,126720.0000000,30
SPFB.RTS,1,20200828,223100,126740.0000000,126760.0000000,126740.0000000,126750.0000000,45
SPFB.RTS,1,20200828,223200,126750.0000000,126760.0000000,126740.0000000,126740.0000000,35
SPFB.RTS,1,20200828,223300,126740.0000000,126740.0000000,126730.0000000,126730.0000000,6
SPFB.RTS,1,20200828,223400,126740.0000000,126760.0000000,126740.0000000,126750.0000000,105
SPFB.RTS,1,20200828,223500,126750.0000000,126750.0000000,126720.0000000,126720.0000000,30
SPFB.RTS,1,20200828,223600,126720.0000000,126730.0000000,126710.0000000,126730.0000000,29
SPFB.RTS,1,20200828,223700,126730.0000000,126740.0000000,126730.0000000,126740.0000000,126
SPFB.RTS,1,20200828,223800,126740.0000000,126770.0000000,126720.0000000,126770.0000000,88
SPFB.RTS,1,20200828,223900,126760.0000000,126770.0000000,126760.0000000,126770.0000000,21
SPFB.RTS,1,20200828,224000,126760.0000000,126790.0000000,126740.0000000,126780.0000000,237
SPFB.RTS,1,20200828,224100,126780.0000000,126850.0000000,126780.0000000,126810.0000000,786
SPFB.RTS,1,20200828,224200,126820.0000000,126840.0000000,126810.0000000,126840.0000000,443
SPFB.RTS,1,20200828,224300,126830.0000000,126830.0000000,126800.0000000,126810.0000000,176
SPFB.RTS,1,20200828,224400,126810.0000000,126830.0000000,126800.0000000,126800.0000000,60
SPFB.RTS,1,20200828,224500,126800.0000000,126820.0000000,126790.0000000,126810.0000000,88
SPFB.RTS,1,20200828,224600,126820.0000000,126830.0000000,126790.0000000,126790.0000000,44
SPFB.RTS,1,20200828,224700,126790.0000000,126820.0000000,126790.0000000,126810.0000000,113
SPFB.RTS,1,20200828,224800,126810.0000000,126820.0000000,126780.0000000,126790.0000000,60
SPFB.RTS,1,20200828,224900,126790.0000000,126810.0000000,126790.0000000,126790.0000000,81
SPFB.RTS,1,20200828,225000,126790.0000000,126800.0000000,126780.0000000,126780.0000000,130
SPFB.RTS,1,20200828,225100,126780.0000000,126800.0000000,126770.0000000,126790.0000000,66
SPFB.RTS,1,20200828,225200,126790.0000000,126820.0000000,126780.0000000,126810.0000000,143
SPFB.RTS,1,20200828,225300,126810.0000000,126820.0000000,126790.0000000,126800.0000000,57
SPFB.RTS,1,20200828,225400,126800.0000000,126810.0000000,126770.0000000,126790.0000000,107
SPFB.RTS,1,20200828,225500,126810.0000000,126820.0000000,126770.0000000,126790.0000000,83
SPFB.RTS,1,20200828,225600,126790.0000000,126790.0000000,126780.0000000,126780.0000000,88
SPFB.RTS,1,20200828,225700,126780.0000000,126790.0000000,126780.0000000,126790.0000000,160
SPFB.RTS,1,20200828,225800,126780.0000000,126790.0000000,126780.0000000,126790.0000000,16
SPFB.RTS,1,20200828,225900,126790.0000000,126820.0000000,126790.0000000,126820.0000000,241
SPFB.RTS,1,20200828,230000,126820.0000000,126820.0000000,126790.0000000,126790.0000000,113
SPFB.RTS,1,20200828,230100,126790.0000000,126800.0000000,126790.0000000,126790.0000000,29
SPFB.RTS,1,20200828,230200,126800.0000000,126810.0000000,126800.0000000,126810.0000000,45
SPFB.RTS,1,20200828,230300,126800.0000000,126800.0000000,126790.0000000,126800.0000000,50
SPFB.RTS,1,20200828,230400,126800.0000000,126810.0000000,126780.0000000,126780.0000000,66
SPFB.RTS,1,20200828,230500,126790.0000000,126790.0000000,126770.0000000,126790.0000000,54
SPFB.RTS,1,20200828,230600,126790.0000000,126790.0000000,126760.0000000,126770.0000000,166
SPFB.RTS,1,20200828,230700,126760.0000000,126770.0000000,126760.0000000,126770.0000000,130
SPFB.RTS,1,20200828,230800,126770.0000000,126770.0000000,126760.0000000,126770.0000000,21
SPFB.RTS,1,20200828,230900,126770.0000000,126780.0000000,126750.0000000,126750.0000000,41
SPFB.RTS,1,20200828,231000,126750.0000000,126760.0000000,126750.0000000,126760.0000000,38
SPFB.RTS,1,20200828,231100,126770.0000000,126790.0000000,126770.0000000,126790.0000000,107
SPFB.RTS,1,20200828,231200,126780.0000000,126780.0000000,126770.0000000,126780.0000000,32
SPFB.RTS,1,20200828,231300,126780.0000000,126780.0000000,126770.0000000,126780.0000000,26
SPFB.RTS,1,20200828,231400,126780.0000000,126780.0000000,126770.0000000,126780.0000000,37
SPFB.RTS,1,20200828,231500,126770.0000000,126780.0000000,126760.0000000,126780.0000000,79
SPFB.RTS,1,20200828,231600,126770.0000000,126780.0000000,126770.0000000,126780.0000000,23
SPFB.RTS,1,20200828,231700,126770.0000000,126780.0000000,126770.0000000,126770.0000000,59
SPFB.RTS,1,20200828,231800,126780.0000000,126780.0000000,126760.0000000,126770.0000000,52
SPFB.RTS,1,20200828,231900,126770.0000000,126780.0000000,126770.0000000,126770.0000000,35
SPFB.RTS,1,20200828,232000,126760.0000000,126760.0000000,126740.0000000,126750.0000000,141
SPFB.RTS,1,20200828,232100,126750.0000000,126760.0000000,126740.0000000,126750.0000000,19
SPFB.RTS,1,20200828,232200,126750.0000000,126770.0000000,126750.0000000,126760.0000000,80
SPFB.RTS,1,20200828,232300,126750.0000000,126750.0000000,126750.0000000,126750.0000000,2
SPFB.RTS,1,20200828,232400,126750.0000000,126760.0000000,126750.0000000,126760.0000000,32
SPFB.RTS,1,20200828,232500,126770.0000000,126770.0000000,126750.0000000,126750.0000000,25
SPFB.RTS,1,20200828,232600,126770.0000000,126770.0000000,126770.0000000,126770.0000000,19
SPFB.RTS,1,20200828,232700,126770.0000000,126770.0000000,126750.0000000,126760.0000000,59
SPFB.RTS,1,20200828,232800,126770.0000000,126770.0000000,126740.0000000,126760.0000000,135
SPFB.RTS,1,20200828,232900,126760.0000000,126760.0000000,126740.0000000,126740.0000000,59
SPFB.RTS,1,20200828,233000,126740.0000000,126770.0000000,126740.0000000,126750.0000000,64
SPFB.RTS,1,20200828,233100,126760.0000000,126770.0000000,126740.0000000,126770.0000000,47
SPFB.RTS,1,20200828,233200,126770.0000000,126770.0000000,126750.0000000,126760.0000000,24
SPFB.RTS,1,20200828,233300,126770.0000000,126770.0000000,126750.0000000,126750.0000000,42
SPFB.RTS,1,20200828,233400,126770.0000000,126770.0000000,126750.0000000,126750.0000000,52
SPFB.RTS,1,20200828,233500,126770.0000000,126770.0000000,126760.0000000,126770.0000000,30
SPFB.RTS,1,20200828,233600,126770.0000000,126770.0000000,126750.0000000,126750.0000000,43
SPFB.RTS,1,20200828,233700,126760.0000000,126770.0000000,126750.0000000,126760.0000000,64
SPFB.RTS,1,20200828,233800,126760.0000000,126770.0000000,126750.0000000,126770.0000000,67
SPFB.RTS,1,20200828,233900,126770.0000000,126780.0000000,126750.0000000,126780.0000000,226
SPFB.RTS,1,20200828,234000,126770.0000000,126780.0000000,126760.0000000,126770.0000000,36
SPFB.RTS,1,20200828,234100,126770.0000000,126780.0000000,126760.0000000,126770.0000000,51
SPFB.RTS,1,20200828,234200,126780.0000000,126790.0000000,126770.0000000,126790.0000000,76
SPFB.RTS,1,20200828,234300,126770.0000000,126790.0000000,126750.0000000,126770.0000000,213
SPFB.RTS,1,20200828,234400,126780.0000000,126830.0000000,126750.0000000,126820.0000000,720
SPFB.RTS,1,20200828,234500,126810.0000000,126820.0000000,126770.0000000,126810.0000000,214
SPFB.RTS,1,20200828,234600,126820.0000000,126880.0000000,126820.0000000,126860.0000000,309
SPFB.RTS,1,20200828,234700,126860.0000000,126890.0000000,126840.0000000,126870.0000000,226
SPFB.RTS,1,20200828,234800,126870.0000000,126900.0000000,126830.0000000,126900.0000000,356
SPFB.RTS,1,20200828,234900,126890.0000000,126900.0000000,126790.0000000,126820.0000000,461
SPFB.RTS,1,20200831,100000,126900.0000000,127340.0000000,126830.0000000,127290.0000000,4608
SPFB.RTS,1,20200831,100100,127280.0000000,127310.0000000,127130.0000000,127270.0000000,3598
SPFB.RTS,1,20200831,100200,127270.0000000,127290.0000000,127110.0000000,127260.0000000,2068
SPFB.RTS,1,20200831,100300,127250.0000000,127640.0000000,127250.0000000,127480.0000000,5277
SPFB.RTS,1,20200831,100400,127470.0000000,127670.0000000,127470.0000000,127640.0000000,3098
SPFB.RTS,1,20200831,100500,127630.0000000,127670.0000000,127430.0000000,127500.0000000,2640
SPFB.RTS,1,20200831,100600,127500.0000000,127650.0000000,127490.0000000,127540.0000000,1985
SPFB.RTS,1,20200831,100700,127540.0000000,127560.0000000,127410.0000000,127480.0000000,3156
SPFB.RTS,1,20200831,100800,127490.0000000,127540.0000000,127450.0000000,127510.0000000,1047
SPFB.RTS,1,20200831,100900,127510.0000000,127790.0000000,127490.0000000,127780.0000000,2955
SPFB.RTS,1,20200831,101000,127770.0000000,127910.0000000,127750.0000000,127850.0000000,4248
SPFB.RTS,1,20200831,101100,127840.0000000,127940.0000000,127830.0000000,127850.0000000,2662
SPFB.RTS,1,20200831,101200,127840.0000000,128050.0000000,127810.0000000,128010.0000000,4125
SPFB.RTS,1,20200831,101300,128010.0000000,128220.0000000,128010.0000000,128220.0000000,3494
SPFB.RTS,1,20200831,101400,128220.0000000,128370.0000000,128120.0000000,128340.0000000,3333
SPFB.RTS,1,20200831,101500,128340.0000000,128400.0000000,128270.0000000,128390.0000000,2536
SPFB.RTS,1,20200831,101600,128390.0000000,128480.0000000,128350.0000000,128440.0000000,2740
SPFB.RTS,1,20200831,101700,128450.0000000,128470.0000000,128290.0000000,128310.0000000,1796
SPFB.RTS,1,20200831,101800,128310.0000000,128360.0000000,128220.0000000,128260.0000000,2741
SPFB.RTS,1,20200831,101900,128270.0000000,128320.0000000,128160.0000000,128250.0000000,2854
SPFB.RTS,1,20200831,102000,128240.0000000,128330.0000000,128140.0000000,128160.0000000,2159
SPFB.RTS,1,20200831,102100,128150.0000000,128220.0000000,128080.0000000,128200.0000000,1672
SPFB.RTS,1,20200831,102200,128200.0000000,128220.0000000,128100.0000000,128100.0000000,1069
SPFB.RTS,1,20200831,102300,128090.0000000,128150.0000000,128010.0000000,128140.0000000,1947
SPFB.RTS,1,20200831,102400,128150.0000000,128150.0000000,128000.0000000,128000.0000000,1284
SPFB.RTS,1,20200831,102500,128010.0000000,128030.0000000,127930.0000000,127970.0000000,1420
SPFB.RTS,1,20200831,102600,127970.0000000,128200.0000000,127920.0000000,128180.0000000,1667
SPFB.RTS,1,20200831,102700,128170.0000000,128340.0000000,128150.0000000,128210.0000000,1878
SPFB.RTS,1,20200831,102800,128220.0000000,128280.0000000,128130.0000000,128200.0000000,1154
SPFB.RTS,1,20200831,102900,128190.0000000,128200.0000000,128130.0000000,128150.0000000,825
SPFB.RTS,1,20200831,103000,128150.0000000,128210.0000000,128140.0000000,128200.0000000,488
SPFB.RTS,1,20200831,103100,128180.0000000,128290.0000000,128170.0000000,128240.0000000,778
SPFB.RTS,1,20200831,103200,128240.0000000,128240.0000000,128150.0000000,128160.0000000,496
SPFB.RTS,1,20200831,103300,128170.0000000,128220.0000000,128130.0000000,128160.0000000,830
SPFB.RTS,1,20200831,103400,128160.0000000,128220.0000000,128120.0000000,128180.0000000,570
SPFB.RTS,1,20200831,103500,128170.0000000,128290.0000000,128170.0000000,128240.0000000,1358
SPFB.RTS,1,20200831,103600,128240.0000000,128270.0000000,128170.0000000,128250.0000000,674
SPFB.RTS,1,20200831,103700,128250.0000000,128280.0000000,128210.0000000,128250.0000000,505
SPFB.RTS,1,20200831,103800,128240.0000000,128270.0000000,128190.0000000,128200.0000000,332
SPFB.RTS,1,20200831,103900,128200.0000000,128280.0000000,128160.0000000,128200.0000000,734
SPFB.RTS,1,20200831,104000,128200.0000000,128360.0000000,128200.0000000,128340.0000000,1397
SPFB.RTS,1,20200831,104100,128350.0000000,128410.0000000,128340.0000000,128360.0000000,1342
SPFB.RTS,1,20200831,104200,128360.0000000,128390.0000000,128290.0000000,128330.0000000,713
SPFB.RTS,1,20200831,104300,128340.0000000,128360.0000000,128200.0000000,128220.0000000,1116
SPFB.RTS,1,20200831,104400,128230.0000000,128230.0000000,128110.0000000,128150.0000000,1850
SPFB.RTS,1,20200831,104500,128150.0000000,128200.0000000,128070.0000000,128130.0000000,889
SPFB.RTS,1,20200831,104600,128130.0000000,128150.0000000,128070.0000000,128080.0000000,728
SPFB.RTS,1,20200831,104700,128090.0000000,128100.0000000,128020.0000000,128040.0000000,707
SPFB.RTS,1,20200831,104800,128040.0000000,128100.0000000,128030.0000000,128100.0000000,446
SPFB.RTS,1,20200831,104900,128100.0000000,128130.0000000,128050.0000000,128090.0000000,631
SPFB.RTS,1,20200831,105000,128080.0000000,128140.0000000,128080.0000000,128090.0000000,333
SPFB.RTS,1,20200831,105100,128080.0000000,128110.0000000,128040.0000000,128080.0000000,517
SPFB.RTS,1,20200831,105200,128080.0000000,128110.0000000,128040.0000000,128100.0000000,259
SPFB.RTS,1,20200831,105300,128100.0000000,128130.0000000,128080.0000000,128110.0000000,313
SPFB.RTS,1,20200831,105400,128120.0000000,128150.0000000,128080.0000000,128090.0000000,228
SPFB.RTS,1,20200831,105500,128100.0000000,128150.0000000,128050.0000000,128120.0000000,311
SPFB.RTS,1,20200831,105600,128120.0000000,128270.0000000,128120.0000000,128220.0000000,1306
SPFB.RTS,1,20200831,105700,128230.0000000,128260.0000000,128200.0000000,128220.0000000,319
SPFB.RTS,1,20200831,105800,128210.0000000,128220.0000000,128130.0000000,128150.0000000,473
SPFB.RTS,1,20200831,105900,128160.0000000,128200.0000000,128110.0000000,128200.0000000,589
SPFB.RTS,1,20200831,110000,128200.0000000,128340.0000000,128200.0000000,128260.0000000,1374
SPFB.RTS,1,20200831,110100,128270.0000000,128330.0000000,128240.0000000,128260.0000000,975
SPFB.RTS,1,20200831,110200,128260.0000000,128300.0000000,128240.0000000,128280.0000000,1062
SPFB.RTS,1,20200831,110300,128280.0000000,128350.0000000,128220.0000000,128260.0000000,820
SPFB.RTS,1,20200831,110400,128240.0000000,128250.0000000,128140.0000000,128160.0000000,863
SPFB.RTS,1,20200831,110500,128160.0000000,128170.0000000,128130.0000000,128150.0000000,700
SPFB.RTS,1,20200831,110600,128150.0000000,128250.0000000,128100.0000000,128230.0000000,1075
SPFB.RTS,1,20200831,110700,128240.0000000,128250.0000000,128140.0000000,128220.0000000,371
SPFB.RTS,1,20200831,110800,128220.0000000,128220.0000000,128160.0000000,128170.0000000,454
SPFB.RTS,1,20200831,110900,128170.0000000,128170.0000000,128020.0000000,128020.0000000,1027
SPFB.RTS,1,20200831,111000,128020.0000000,128050.0000000,127890.0000000,127990.0000000,2699
SPFB.RTS,1,20200831,111100,127990.0000000,128070.0000000,127960.0000000,128070.0000000,805
SPFB.RTS,1,20200831,111200,128070.0000000,128130.0000000,128050.0000000,128050.0000000,938
SPFB.RTS,1,20200831,111300,128050.0000000,128070.0000000,128010.0000000,128040.0000000,274
SPFB.RTS,1,20200831,111400,128040.0000000,128060.0000000,127970.0000000,128000.0000000,460
SPFB.RTS,1,20200831,111500,127990.0000000,128090.0000000,127980.0000000,128020.0000000,991
SPFB.RTS,1,20200831,111600,128020.0000000,128030.0000000,127980.0000000,128020.0000000,451
SPFB.RTS,1,20200831,111700,128020.0000000,128080.0000000,128000.0000000,128020.0000000,439
SPFB.RTS,1,20200831,111800,128040.0000000,128060.0000000,128000.0000000,128020.0000000,185
SPFB.RTS,1,20200831,111900,128030.0000000,128050.0000000,127990.0000000,128030.0000000,242
SPFB.RTS,1,20200831,112000,128010.0000000,128140.0000000,128010.0000000,128140.0000000,876
SPFB.RTS,1,20200831,112100,128140.0000000,128180.0000000,128110.0000000,128150.0000000,934
SPFB.RTS,1,20200831,112200,128150.0000000,128150.0000000,128090.0000000,128110.0000000,293
SPFB.RTS,1,20200831,112300,128090.0000000,128210.0000000,128090.0000000,128160.0000000,731
SPFB.RTS,1,20200831,112400,128170.0000000,128180.0000000,128090.0000000,128180.0000000,403
SPFB.RTS,1,20200831,112500,128180.0000000,128210.0000000,128100.0000000,128140.0000000,511
SPFB.RTS,1,20200831,112600,128140.0000000,128160.0000000,128110.0000000,128140.0000000,200
SPFB.RTS,1,20200831,112700,128130.0000000,128260.0000000,128130.0000000,128190.0000000,948
SPFB.RTS,1,20200831,112800,128200.0000000,128210.0000000,128040.0000000,128070.0000000,642
SPFB.RTS,1,20200831,112900,128080.0000000,128090.0000000,128040.0000000,128070.0000000,266
SPFB.RTS,1,20200831,113000,128080.0000000,128130.0000000,128070.0000000,128120.0000000,385
SPFB.RTS,1,20200831,113100,128130.0000000,128150.0000000,128090.0000000,128120.0000000,235
SPFB.RTS,1,20200831,113200,128130.0000000,128180.0000000,128100.0000000,128170.0000000,208
SPFB.RTS,1,20200831,113300,128170.0000000,128240.0000000,128160.0000000,128200.0000000,570
SPFB.RTS,1,20200831,113400,128200.0000000,128230.0000000,128150.0000000,128160.0000000,323
SPFB.RTS,1,20200831,113500,128170.0000000,128180.0000000,128130.0000000,128130.0000000,384
SPFB.RTS,1,20200831,113600,128130.0000000,128340.0000000,128120.0000000,128300.0000000,1755
SPFB.RTS,1,20200831,113700,128290.0000000,128410.0000000,128290.0000000,128330.0000000,2192
SPFB.RTS,1,20200831,113800,128330.0000000,128420.0000000,128330.0000000,128390.0000000,808
SPFB.RTS,1,20200831,113900,128400.0000000,128420.0000000,128380.0000000,128420.0000000,548
SPFB.RTS,1,20200831,114000,128420.0000000,128640.0000000,128390.0000000,128580.0000000,4643
SPFB.RTS,1,20200831,114100,128600.0000000,128620.0000000,128520.0000000,128540.0000000,1104
SPFB.RTS,1,20200831,114200,128540.0000000,128580.0000000,128510.0000000,128540.0000000,709
SPFB.RTS,1,20200831,114300,128530.0000000,128580.0000000,128520.0000000,128570.0000000,482
SPFB.RTS,1,20200831,114400,128570.0000000,128580.0000000,128530.0000000,128570.0000000,747
SPFB.RTS,1,20200831,114500,128550.0000000,128570.0000000,128480.0000000,128490.0000000,864
SPFB.RTS,1,20200831,114600,128490.0000000,128520.0000000,128450.0000000,128500.0000000,1084
SPFB.RTS,1,20200831,114700,128500.0000000,128530.0000000,128490.0000000,128500.0000000,454
SPFB.RTS,1,20200831,114800,128500.0000000,128510.0000000,128470.0000000,128510.0000000,310
SPFB.RTS,1,20200831,114900,128510.0000000,128540.0000000,128480.0000000,128500.0000000,500
SPFB.RTS,1,20200831,115000,128510.0000000,128520.0000000,128480.0000000,128520.0000000,302
SPFB.RTS,1,20200831,115100,128530.0000000,128530.0000000,128480.0000000,128520.0000000,284
SPFB.RTS,1,20200831,115200,128520.0000000,128540.0000000,128480.0000000,128480.0000000,228
SPFB.RTS,1,20200831,115300,128480.0000000,128490.0000000,128390.0000000,128390.0000000,610
SPFB.RTS,1,20200831,115400,128390.0000000,128450.0000000,128390.0000000,128420.0000000,509
SPFB.RTS,1,20200831,115500,128430.0000000,128450.0000000,128410.0000000,128440.0000000,151
SPFB.RTS,1,20200831,115600,128430.0000000,128430.0000000,128400.0000000,128420.0000000,252
SPFB.RTS,1,20200831,115700,128430.0000000,128470.0000000,128410.0000000,128450.0000000,306
SPFB.RTS,1,20200831,115800,128450.0000000,128470.0000000,128420.0000000,128420.0000000,418
SPFB.RTS,1,20200831,115900,128430.0000000,128460.0000000,128400.0000000,128440.0000000,320
SPFB.RTS,1,20200831,120000,128450.0000000,128480.0000000,128420.0000000,128430.0000000,365
SPFB.RTS,1,20200831,120100,128420.0000000,128420.0000000,128390.0000000,128410.0000000,164
SPFB.RTS,1,20200831,120200,128390.0000000,128410.0000000,128360.0000000,128410.0000000,556
SPFB.RTS,1,20200831,120300,128400.0000000,128440.0000000,128380.0000000,128440.0000000,199
SPFB.RTS,1,20200831,120400,128430.0000000,128500.0000000,128430.0000000,128500.0000000,330
SPFB.RTS,1,20200831,120500,128500.0000000,128540.0000000,128430.0000000,128430.0000000,615
SPFB.RTS,1,20200831,120600,128440.0000000,128450.0000000,128390.0000000,128390.0000000,256
SPFB.RTS,1,20200831,120700,128390.0000000,128410.0000000,128350.0000000,128360.0000000,568
SPFB.RTS,1,20200831,120800,128360.0000000,128390.0000000,128270.0000000,128360.0000000,1452
SPFB.RTS,1,20200831,120900,128360.0000000,128360.0000000,128300.0000000,128320.0000000,396
SPFB.RTS,1,20200831,121000,128320.0000000,128410.0000000,128310.0000000,128390.0000000,621
SPFB.RTS,1,20200831,121100,128390.0000000,128420.0000000,128350.0000000,128380.0000000,443
SPFB.RTS,1,20200831,121200,128380.0000000,128390.0000000,128340.0000000,128370.0000000,324
SPFB.RTS,1,20200831,121300,128360.0000000,128400.0000000,128350.0000000,128390.0000000,652
SPFB.RTS,1,20200831,121400,128380.0000000,128430.0000000,128340.0000000,128350.0000000,496
SPFB.RTS,1,20200831,121500,128350.0000000,128390.0000000,128350.0000000,128380.0000000,393
SPFB.RTS,1,20200831,121600,128390.0000000,128390.0000000,128320.0000000,128340.0000000,207
SPFB.RTS,1,20200831,121700,128330.0000000,128350.0000000,128310.0000000,128350.0000000,193
SPFB.RTS,1,20200831,121800,128350.0000000,128370.0000000,128280.0000000,128290.0000000,947
SPFB.RTS,1,20200831,121900,128300.0000000,128340.0000000,128300.0000000,128310.0000000,351
SPFB.RTS,1,20200831,122000,128300.0000000,128310.0000000,128230.0000000,128290.0000000,827
SPFB.RTS,1,20200831,122100,128290.0000000,128300.0000000,128180.0000000,128210.0000000,1102
SPFB.RTS,1,20200831,122200,128220.0000000,128270.0000000,128200.0000000,128260.0000000,355
SPFB.RTS,1,20200831,122300,128260.0000000,128280.0000000,128240.0000000,128260.0000000,190
SPFB.RTS,1,20200831,122400,128260.0000000,128260.0000000,128220.0000000,128220.0000000,230
SPFB.RTS,1,20200831,122500,128220.0000000,128240.0000000,128140.0000000,128140.0000000,531
SPFB.RTS,1,20200831,122600,128140.0000000,128180.0000000,128080.0000000,128160.0000000,931
SPFB.RTS,1,20200831,122700,128170.0000000,128250.0000000,128170.0000000,128250.0000000,333
SPFB.RTS,1,20200831,122800,128250.0000000,128260.0000000,128210.0000000,128220.0000000,316
SPFB.RTS,1,20200831,122900,128220.0000000,128230.0000000,128190.0000000,128190.0000000,271
SPFB.RTS,1,20200831,123000,128190.0000000,128240.0000000,128160.0000000,128170.0000000,448
SPFB.RTS,1,20200831,123100,128170.0000000,128220.0000000,128170.0000000,128210.0000000,133
SPFB.RTS,1,20200831,123200,128210.0000000,128240.0000000,128180.0000000,128220.0000000,264
SPFB.RTS,1,20200831,123300,128210.0000000,128220.0000000,128110.0000000,128130.0000000,347
SPFB.RTS,1,20200831,123400,128120.0000000,128120.0000000,128060.0000000,128120.0000000,604
SPFB.RTS,1,20200831,123500,128120.0000000,128180.0000000,128100.0000000,128170.0000000,316
SPFB.RTS,1,20200831,123600,128160.0000000,128180.0000000,128130.0000000,128180.0000000,363
SPFB.RTS,1,20200831,123700,128180.0000000,128220.0000000,128160.0000000,128210.0000000,182
SPFB.RTS,1,20200831,123800,128200.0000000,128210.0000000,128160.0000000,128210.0000000,244
SPFB.RTS,1,20200831,123900,128220.0000000,128250.0000000,128200.0000000,128210.0000000,428
SPFB.RTS,1,20200831,124000,128210.0000000,128240.0000000,128200.0000000,128210.0000000,184
SPFB.RTS,1,20200831,124100,128210.0000000,128230.0000000,128200.0000000,128200.0000000,135
SPFB.RTS,1,20200831,124200,128220.0000000,128230.0000000,128150.0000000,128190.0000000,315
SPFB.RTS,1,20200831,124300,128190.0000000,128190.0000000,128160.0000000,128170.0000000,121
SPFB.RTS,1,20200831,124400,128170.0000000,128210.0000000,128170.0000000,128200.0000000,97
SPFB.RTS,1,20200831,124500,128200.0000000,128240.0000000,128180.0000000,128240.0000000,192
SPFB.RTS,1,20200831,124600,128240.0000000,128250.0000000,128200.0000000,128210.0000000,389
SPFB.RTS,1,20200831,124700,128200.0000000,128250.0000000,128200.0000000,128220.0000000,839
SPFB.RTS,1,20200831,124800,128220.0000000,128250.0000000,128210.0000000,128250.0000000,568
SPFB.RTS,1,20200831,124900,128250.0000000,128250.0000000,128210.0000000,128250.0000000,419
SPFB.RTS,1,20200831,125000,128240.0000000,128250.0000000,128230.0000000,128250.0000000,341
SPFB.RTS,1,20200831,125100,128250.0000000,128410.0000000,128220.0000000,128250.0000000,4242
SPFB.RTS,1,20200831,125200,128250.0000000,128270.0000000,128210.0000000,128240.0000000,546
SPFB.RTS,1,20200831,125300,128240.0000000,128290.0000000,128230.0000000,128290.0000000,385
SPFB.RTS,1,20200831,125400,128300.0000000,128300.0000000,128200.0000000,128200.0000000,401
SPFB.RTS,1,20200831,125500,128200.0000000,128200.0000000,128120.0000000,128150.0000000,782
SPFB.RTS,1,20200831,125600,128140.0000000,128150.0000000,128110.0000000,128140.0000000,435
SPFB.RTS,1,20200831,125700,128130.0000000,128160.0000000,128120.0000000,128140.0000000,239
SPFB.RTS,1,20200831,125800,128140.0000000,128150.0000000,128100.0000000,128130.0000000,480
SPFB.RTS,1,20200831,125900,128130.0000000,128180.0000000,128120.0000000,128180.0000000,525
SPFB.RTS,1,20200831,130000,128180.0000000,128220.0000000,128170.0000000,128210.0000000,215
SPFB.RTS,1,20200831,130100,128210.0000000,128220.0000000,128150.0000000,128170.0000000,231
SPFB.RTS,1,20200831,130200,128180.0000000,128190.0000000,128160.0000000,128160.0000000,93
SPFB.RTS,1,20200831,130300,128170.0000000,128170.0000000,128050.0000000,128050.0000000,866
SPFB.RTS,1,20200831,130400,128040.0000000,128070.0000000,127990.0000000,127990.0000000,1106
SPFB.RTS,1,20200831,130500,127990.0000000,128020.0000000,127960.0000000,128000.0000000,835
SPFB.RTS,1,20200831,130600,128000.0000000,128040.0000000,127980.0000000,128030.0000000,360
SPFB.RTS,1,20200831,130700,128020.0000000,128020.0000000,127950.0000000,127950.0000000,304
SPFB.RTS,1,20200831,130800,127950.0000000,128000.0000000,127920.0000000,127970.0000000,840
SPFB.RTS,1,20200831,130900,127960.0000000,128000.0000000,127940.0000000,128000.0000000,366
SPFB.RTS,1,20200831,131000,127990.0000000,128000.0000000,127910.0000000,127940.0000000,558
